Account CSN,Account Name,Tier Global Helix,Partner Flag,Partner Incentive Type
787898,China Life Insurance Company,Tier 5,0,
545363,Postbank NV,Tier 2b,0,
2149217,China Life Insurance Company-Shanghai Branch,Tier 5,0,
797059,Postbank NV,Tier 2b,0,
569706,CLP Power Hong Kong Limited,Tier 2b,0,
3261844,Postcom,Tier 5,0,
797165,"China Lottery Online Co., Limited",Tier 5,0,
566048,Poste Italiane S.p.A.,Tier 2b,0,
2157216,China Merchants Group Limited,Tier 2b,0,
725152,Postel S.p.A.,Tier 2b,0,
2092150,China Meteorological,Tier 5,0,
596643,Posten Escape AS,Tier 5,0,
2147989,China Minmetals Corporation,Tier 5,0,
537181,Postgirot Bank AB,Tier 5,0,
618217,China Mobile (Chong Qing),Tier 5,0,
558984,Postkantoren B.V.,Tier 2b,0,
795886,China Mobile (Jilin),Tier 5,0,
566295,Postkantoren B.V.,Tier 2b,0,
2100284,China Mobile Communications Corporation,Tier 5,0,
3252995,Postregion Oslo Akershus,Tier 5,0,
2155407,China Mobile Group Guizhou Company Ltd,Tier 5,0,
557176,Potain,Tier 5,0,
2162343,China Mobile Group Heilongjiang Co Ltd,Tier 5,0,
579801,Potash Corporation,Tier 2b,0,
2005767,China National Clearing Centre,Tier 5,0,
2128631,Potensia Corporation,Tier 5,0,
2085010,China National Offshore Oil Corp,Tier 5,0,
579806,Potlatch Corporation,Tier 5,0,
2098178,China National Software and Service Co Ltd,Tier 5,0,
537210,Potsdam-Institut fÃ¼r Klimafolgenforschung,Tier 5,0,
2148902,China Netcom (Group) Company Limited Hebei Branch,Tier 5,0,
602157,Potterton Ltd,Tier 5,0,
2148847,China Netcom (Group) Company Limited Liaoning Branch,Tier 5,0,
602158,Potterton Myson Ltd,Tier 5,0,
2132828,China Netcom (Group) Corporation Ltd. Shandong Branch,Tier 5,0,
2109292,Poudre Valley Health Care Incorporated,Tier 5,0,
2005268,"China Netcom Co.,",Tier 5,0,
2085426,Pouly Tradition SA,Tier 5,0,
2148911,China Netcom Group System Integration Limited Corporation,Tier 5,0,
2098477,Poundland Ltd,Tier 5,0,
2116401,China Netcom Tianjin Branch,Tier 5,0,
3252012,Powel ASA,Tier 5,0,
2164207,China Network Communication Group Corporation Suzhou Branch,Tier 5,0,
2150746,Power DataCom Incorporated,Tier 5,0,
792687,China Pacific Insurance Cooperation,Tier 5,0,
3264750,Power It Oy,Tier 5,0,
2162432,China Power Finance Company Ltd,Tier 5,0,
2166980,Power Plant Services,Tier 5,0,
2068526,China Radio International,Tier 5,0,
602159,PowerGen plc - ITSU,Tier 2b,0,
2106056,China Satellite Communications Corporation,Tier 5,0,
589417,PowerQuest Corporation,Tier 5,0,
2075852,"China Securities Depository and Clearing Co.,Ltd",Tier 5,0,
3258134,PowerTV Incorporated,Tier 2b,0,
2108904,China Securities Depository and Clearing Corporation Ltd. Shenzhen Branch,Tier 5,0,
608268,PowerTel Limited,Tier 5,0,
2005756,China Securities Depository&Clearing Co.Ltd.Shanghai,Tier 5,0,
545680,Powerchip Semiconductor Corporation,Tier 5,0,
2168529,China Software Testing Center,Tier 5,0,
556257,Powercor Australia Limited,Tier 2c,0,
2160256,China Southern Fund Management Co Ltd,Tier 5,0,
797709,Powerhouse Retail Ltd,Tier 5,0,
2154783,China Southern Power Grid,Tier 5,0,
608248,Powerlink,Tier 5,0,
2168603,China Steel Corporation,Tier 5,0,
2106972,Powersoft Computer Solutions Ltd,Tier 3d,0,
588175,China Telecom (Shanghai Center),Tier 5,0,VAR Sell To
2140503,Powertek Corporation,Tier 5,0,
2072716,China Telecom Communications Corporation,Tier 5,0,VAR Sell To
555059,Powertel Incorporated,Tier 2c,0,
2006650,China Telecom Corporation Limited Yunnan Branch,Tier 5,0,VAR Sell To
555061,Powertel Incorporated,Tier 2c,0,
2170423,China Telecom Corporation Ltd,Tier 5,0,VAR Sell To
2120974,Powerwave Technologies Sweden AB,Tier 5,0,
2116714,China Telecom Corporation Sichuan Branch,Tier 5,0,VAR Sell To
699901,Powszechny Zaklad Ubezpieczen na Zycie S.A.,Tier 3d,0,
2005948,China Telecom Group Hunan Corppration,Tier 5,0,VAR Sell To
2157088,Prada S.p.A.,Tier 2b,0,
2005943,China Telecom Group Jiangxi Corporation,Tier 5,0,VAR Sell To
630123,Pragma Studio S.r.l.,Tier 5,0,
2149010,China Telecom Group North Corporation,Tier 5,0,VAR Sell To
799125,Pragmatica Holding AG,Tier 5,0,
2169022,China Telecom Group Shandong Corporation,Tier 5,0,VAR Sell To
587570,Prague Hilton Atrium,Tier 3d,0,
2165071,China Telecom System Integration Co Ltd Hubei Branch,Tier 5,0,VAR Sell To
3261055,Prague Ruzyne Airport,Tier 3d,0,
2149293,China Telecom System Integration Company Ltd,Tier 5,0,VAR Sell To
594187,Prairie Cardiovascular Consultants Limited,Tier 5,0,
611227,China Telecom Wu Han Branch,Tier 5,0,VAR Sell To
595817,Prairie Farms Dairy Incorporated,Tier 5,0,
557489,"China Telecom, Shenzhen Telecommunications Bureau",Tier 5,0,VAR Sell To
579850,Prairie View A&M University,Tier 4,0,
560162,China Telecommunications Company Limited,Tier 5,0,VAR Sell To
702252,Praktiker Bau- und HeimwerkermÃ¤rkte Holding AG,Tier 5,0,
609338,China Telecommunications Corporation,Tier 5,0,VAR Sell To
2163407,Praktiker Polska Sp. zoo,Tier 3d,0,
2145121,China Tobacco Corporation Hunan Branch,Tier 5,0,
537219,Pratt & Whitney Canada Incorporated,Tier 2b,0,
2330666,CTBC Bank Co. Ltd.,Tier 5,0,
3251008,Pratt & Whitney Company Incorporated,Tier 2b,0,
2006287,China UnionPay Company Limited (Beijing and Shanghai),Tier 5,0,
579866,Pratt Institute,Tier 5,0,
2089315,China UnionPay Shanghai HQ,Tier 5,0,
591218,Pratt Whitney,Tier 2b,0,
2160056,China Unionpay Data,Tier 5,0,
3257748,Praxa Limited,Tier 5,0,
2168760,China United Telecommunication Corporation Zhejiang Branch,Tier 5,0,
2094189,"Praxair EspaÃ±a, S.L.",Tier 3b,0,
2168864,China United Telecommunications Corporation,Tier 5,0,
2094867,Praxair Surface Technologies (Europe) SA,Tier 3b,0,
2138754,China United Trust & Investment Corporation,Tier 5,0,
725157,Praxis Calcolo S.p.A.,Tier 5,0,
2138789,Chinasoft International Ltd.,Tier 5,0,
2155625,Praxis de MÃ©xico SA de CV,Tier 5,0,
2163430,Chinese Center for Disease Control and Prevention,Tier 5,0,
3262412,Prazska Teplarenska AS,Tier 3d,0,
2103205,"CPC Corporation, Taiwan",Tier 5,0,
592955,Prazske vodovody a kanalizace a.s.,Tier 3d,0,
604672,Chinese University of Hong Kong,Tier 5,0,
2378995,Pre Paid Legal Services Incorporated dba LegalShield,Tier 5,0,
2062755,Chipotle Mexican Grill Incorporated,Tier 2b,0,
2111627,PreCash Incorporated,Tier 5,0,
2061370,Chiquita Brands International Incorporated,Tier 4,0,
2142412,PreCheck Incorporated,Tier 5,0,
2165448,Chisago County,Tier 3c,0,
2038092,Precise Media Monitoring,Tier 5,0,
2030839,Chisholm Institute of Tafe,Tier 3b,0,
579894,Precision Castparts Corporation,Tier 1,0,
577654,Chittenden Trust Company,Tier 5,0,
603478,Precision Drilling Corporation,Tier 5,0,
2132827,"Chiwan Container terminal Co.,Ltd.",Tier 5,0,
603382,Precision RX,Tier 2b,0,
560688,Chiyoda Mutual Life Insurance,Tier 3d,0,
2103731,Precision Response Corporation,Tier 4,0,
3261295,Chiyoda Ute Co Ltd Japan,Tier 3d,0,
741614,Precision Ventures Ltd,Tier 5,0,
3252803,Choice Hotels International,Tier 5,0,
604823,Predictive Systems BV,Tier 5,0,
556318,ChoicePoint Incorporated,Tier 3b,0,
504568,Predictive Systems Incorporated,Tier 5,0,
3257197,ChoicePoint Public Records Incorporated,Tier 3b,0,
772660,Predictive Systems Ltd,Tier 5,0,
2163661,Chong Hing Commodities and Futures Limited,Tier 5,0,
2137615,Preferred (UK) Ltd,Tier 5,0,
2165961,Chongqing First Information & Network Co Ltd,Tier 5,0,VAR Sell To
2074390,Preferred Care Partners Incorporated,Tier 5,0,
2172145,Chongqing HelpGo Information Technology Corp,Tier 5,0,
537225,Preferred Direct Insurance Ltd,Tier 5,0,
2154090,Chongqing Tobacco Group,Tier 5,0,
579922,Preferred Mutual Insurance Company,Tier 5,0,
2104505,"Chongqing office,State Administration of Taxation",Tier 5,0,
2064728,Prelude Systems Inc dba Prelude Services,Tier 5,0,
2169579,Christchurch Borough Council,Tier 5,0,
519167,Premera Blue Cross,Tier 4,0,
561362,"Christian Broadcasting Network Incorporated, the",Tier 4,0,
537236,Premier Brands UK Ltd,Tier 5,0,
541421,Christian Dior Parfums Incorporated,Tier 2b,0,
537238,Premier Brands UK Ltd,Tier 5,0,
2100009,Christian Dior Perfumes LLC,Tier 2b,0,
2089870,Premier Farnell plc,Tier 4,0,
2146728,Christian Pohl GmbH,Tier 5,0,
607478,Premier Farnell plc,Tier 4,0,
2144619,Christian Salvesen plc,Tier 5,0,
607479,Premier Farnell plc,Tier 4,0,
2137710,Christiana Care Health Services Incorporated,Tier 5,0,
607480,Premier Farnell plc,Tier 2b,0,
555180,Christiana Care Health Systems,Tier 5,0,
550591,Premier Group,Tier 3d,0,
3255279,Christiania Bank Og Kreditkasse,Tier 5,0,
2115326,Premier Incorporated dba Premier Analysis,Tier 5,0,
2128876,Christopher & Banks Corporation,Tier 5,0,
739850,Premier Information Technologies,Tier 5,0,
597188,Christus Health Incorporated,Tier 4,0,
636142,Premier Lease & Loan Services Incorporated,Tier 2b,0,
597189,Christus Health Incorporated,Tier 4,0,
537255,Premier Management Information Services,Tier 3d,0,
593966,Chronopost S.A.,Tier 3b,0,
2162268,Premier Members Credit Union,Tier 5,0,
508397,Chrysler Corporation,Tier 2b,0,
602160,Premier Power Ltd,Tier 2b,0,
508417,Chrysler Motors Corporation,Tier 2b,0,
2381585,PRN LLC,Tier 2b,0,
601601,Chu de Dijon,Tier 5,0,
2086713,Sky Deutschland GmbH,Tier 4,0,
2087851,Chubb & Son Insurance,Tier 2b,0,
3253912,Premiere Fernsehen GmbH & Co. KG,Tier 4,0,
3263890,Chuck Latham Associates Incorporated,Tier 5,0,
2127372,Premiere Global Services Incorporated,Tier 5,0,
2135721,"Chugai Pharmaceutical Co., Ltd.",Tier 3d,0,
2127373,Premiere Global Services Incorporated,Tier 5,0,
3262735,Chugoku Electric Power Co Inc,Tier 3d,0,
2127378,Premiere Global Services Incorporated,Tier 5,0,
2158161,Chukchansi Gold Resort and Casino,Tier 3c,0,
610043,Premium Forvaltningssytemer AS,Tier 5,0,
2073858,ChungHwa Picture Tubes LTD.,Tier 5,0,
787481,"Prensa Libre, S.A.",Tier 5,0,
2100763,ChungHwa Post Co. Ltd,Tier 5,0,
579945,Prentice Hall Publishing,Tier 3b,0,
585841,Chunghwa Telecom Co Ltd,Tier 5,1,
579948,Presbyterian Health Care Center,Tier 4,0,
2161488,ChungHwa Telecom Southern Taiwan Business Group,Tier 5,0,
524617,Presbyterian Healthcare Services,Tier 4,0,
3260419,Chuo Aoyama Pricewaterhouse Coopers System Consult,GOSI,0,
557439,Presbyterian Hospital,Tier 5,0,
586861,Chuo Mitsui Information Technology Company Limited,Tier 3d,0,
557443,Presbyterian Hospital,Tier 5,0,
536755,Chuo System Corporation,Tier 3d,1,Distributor
590604,Prescription Solutions,Tier 2b,0,
590359,Church & Dwight Company Incorporated,Tier 2b,0,
2155083,Presentation Housing Association Ltd,Tier 5,0,
2197191,Corp of Presiding Bishop of The Church of Jesus Christ of Latter-day Saints,Tier 4,0,
2161069,Presicarre Corporation,Tier 5,0,
2089079,Churchill Downs Incorporated,Tier 3b,0,
2114632,Presidency of Civil Aviation,Tier 5,0,
610293,Churchill Management Limited,Tier 2b,0,
2074912,President Information Corporation,Tier 5,0,
555283,Ci Mutual Funds,Tier 5,0,
579956,Presidential Life Corporation,Tier 5,0,
562860,Cia Siderurgica Nacional,Tier 4,0,
725159,Presidenza del Consiglio dei Ministri,Tier 4,0,
3254790,Cia de Cigarros Souza Cruz,Tier 5,0,
2166763,Presidium Learning Incorporated,Tier 5,0,
2059742,Cia. Sudamericana de Vapores,Tier 4,0,
2120098,Presline Ltd,Tier 5,0,
577699,Cianbro Corporation,Tier 5,0,
2004364,Press Ganey Associates Incorporated,Tier 5,0,
618163,Ciatesa,Tier 5,0,
702259,Presse Schiessl GmbH & Co. GroÃŸvertriebs KG,Tier 5,0,
2062769,Ciber Incorporated,Tier 5,0,
750345,Presse-Druck und Verlags GmbH,Tier 5,0,
3260842,Ciber Incorporated,Tier 5,0,
2364229,Si Vale Mexico SA de CV,Tier 5,0,
564327,Ciber Incorporated,Tier 5,0,
3252447,Prestasi Brokers,Tier 3d,0,
792098,Ciber Incorporated,Tier 5,0,
2166027,Pretoria Portland Cement Company Ltd,Tier 3d,0,
738348,Cibercentro,Tier 5,0,
2105292,Pretty Girl Fashion Group Pty Ltd,Tier 5,0,
552385,Ciena Corporation,Tier 4,0,
3262355,Preventsys Incorporated,Tier 2b,0,
2136338,Cientec Computacion S.a.,Tier 5,0,
743411,Prevision Expanding Integrated Tech Development Co Ltd,Tier 5,0,
508424,Cigna Corporation,Tier 2b,0,
579992,Price Waterhouse,GOSI,0,
541426,Cigna Health Corporation,Tier 2b,0,
628877,Price Waterhouse Auditores Independentes,GOSI,0,
585746,Cilag AG,Tier 3b,0,
536994,PricewaterhouseCoopers AG,GOSI,0,
2160910,Cilix IT Services,Tier 3d,0,
536996,PricewaterhouseCoopers,GOSI,0,
603853,Cincinnati Bell Technology Solutions Incorporated,Tier 2c,0,
559504,PricewaterhouseCoopers LLP,GOSI,0,
526525,Cincinnati Bell Telephone Company Incorporated,Tier 2c,0,
587565,PricewaterhouseCoopers LLP,GOSI,0,
606103,Cincinnati Children's Hospital Medical Center,Tier 4,0,
563152,PricewaterhouseCoopers N.V.,GOSI,0,
526595,Cincinnati Financial Corporation,Tier 2a,0,
609453,PricewaterhouseCoopers Pty Limited,GOSI,0,
526610,The Cincinnati Insurance Company,Tier 2a,0,
2163719,PricewaterhouseCoopers SC,GOSI,0,
3253313,Cincinnati State Technical and Community College,Tier 5,0,
773355,"PricewaterhouseCoopers, Statsaut. Revisionsinteressentskab",GOSI,0,
562748,Cincom Systems Incorporated,Tier 5,0,
2170355,Pricewaterhousecoopers S.p.A.,GOSI,0,
2116960,Cincom Systems of Australia Pty Ltd,Tier 5,0,
595829,Pride International Incorporated,Tier 4,0,
3265145,Cineca,Tier 5,0,
2268115,Pride Mobility Products Corporation,Tier 5,0,
597854,Cingular Wireless LLC,Tier 2c,0,
2120983,Prima S.A.,Tier 2a,0,
505894,Cintas Corporation,Tier 2b,0,
539348,Primasoft Oy,Tier 4,0,
731684,Circle Company Associates Incorporated,Tier 5,0,
621465,Primavera Systems Incorporated,Tier 5,0,
501765,Circle K Stores Incorporated,Tier 3b,0,
2064744,Prime Source Management,Tier 5,0,
2125404,Circonflex  Stichting  voor Zorg en Wonen,Tier 5,0,
799144,PrimeSource Building Products Incorporated,Tier 3b,0,
501795,Circuit City Stores Incorporated,Tier 5,0,
2064745,Primed Management Consultants Incorporated,Tier 5,0,
2265421,NTT DATA Deutschland SE,GOSI,1,Reseller
580034,Primerica Financial Services Incorporated,Tier 4,0,
2334401,NTT Data UK Consulting and IT Solutions Ltd,GOSI,0,
524663,Primerica Life Insurance Company,Tier 4,0,
2066572,Cirsa,Tier 4,0,
597691,Primesys S/A,Tier 5,0,
630828,Cisco Systems (Switzerland) GmbH,Tier 2b,0,
2106876,Primetec Incorporated,Tier 5,0,
599615,Cisco Systems Austria GmbH,Tier 2b,0,
2007438,Primeur S.r.l.,Tier 5,0,
603183,Cisco Systems Belgium S.A. / N.V.,Tier 2b,0,
800696,Primeur S.r.l.,Tier 5,0,
603184,Cisco Systems Belgium S.A. / N.V.,Tier 2b,0,
607131,Primo Schincariol Industria de Cervejas e Refrigerantes SA,Tier 5,0,
2007883,Cisco Systems Danmark ApS,Tier 2b,0,
595687,Primus Telecommunications Group Incorporated,Tier 2c,0,
596157,Cisco Systems Finland,Tier 2b,0,
2297490,M2 Telecommunications Group Ltd,Tier 5,0,
618946,Cisco Systems Incorporated,Tier 2b,1,ISV Partner
2146175,Prince Court Medical Center,Tier 5,0,
598624,Cisco Systems International BV,Tier 2b,0,
583269,Prince George's County,Tier 3c,0,
787615,Cisco Systems International BV,Tier 2b,0,
580041,Prince Georges County Public School,Tier 4,0,
609245,Cisco Systems Limited,Tier 2b,0,
2092528,Prince Georgias County Public School,Tier 3c,0,
609247,Cisco Systems Limited,Tier 2b,0,
2168987,Prince William County Service Authority,Tier 3c,0,
609251,Cisco Systems Limited,Tier 2b,0,
2169852,Princeton HealthCare System,Tier 5,0,
609252,Cisco Systems Limited,Tier 2b,0,
2061915,The Princeton Review Incorporated,Tier 5,0,
784399,Cisco Systems Poland Sp. z o.o.,Tier 3d,0,
514287,Princeton University,Tier 4,0,
620486,Cisco Systems Sales and Services Incorporated,Tier 2b,0,
604295,Principado de Asturias,Tier 4,0,
777898,Cisco Systems Sweden AB,Tier 2b,0,
2255107,Principal Life Insurance Company,Tier 2b,0,
2131956,Cistel Technology Incorporated,Tier 5,0,
2104499,Principle One Limited,Tier 5,0,
680414,Citibank N.A.,Tier 1,0,
2135254,Prinovis Ltd. & Co. KG,Tier 5,0,
793306,Citco Bank,Tier 5,0,
524801,Printpack Incorporated,Tier 5,0,
2156113,Citco Data Processing Services Ltd,Tier 5,0,
2100545,Printronix Incorporated,Tier 5,0,
2160736,Cite de Dorval,Tier 5,0,
606669,Printus Fachvertrieb fÃ¼r BÃ¼robedarf GmbH,Tier 5,0,
510148,Citgo Petroleum Corporation,Tier 3b,0,
553001,Priority Health Managed Benefits,Tier 3b,0,
2118912,Citi Info S de RL de CV,Tier 1,0,
599833,Priority One Solutions,Tier 5,0,
2006868,CitiGroup Global Markets HK Futures Ltd.,Tier 1,0,
2137535,Pro-Datech Systems Pte Ltd,Tier 5,0,
2134931,CitiGroup Global Markets Hong Kong Futures and Securities Ltd,Tier 1,0,
2140999,Pro-Tech Computer Service Incorporated,Tier 5,0,
541477,Citibank,Tier 1,0,
596146,ProAct Datasystem Oy,Tier 5,0,
2210994,Citibank (Banamex USA),Tier 1,0,
3256458,ProAct IT Group AB,Tier 5,0,
2184458,Citibank (Hong Kong) Limited,Tier 1,0,
2170684,ProBuild North LLC,Tier 2b,0,
536780,Citibank (Switzerland),Tier 1,0,
2032437,ProLogis Management B.V.,Tier 3b,0,
732292,Citibank - Shanghai Branch,Tier 5,0,
2126072,ProMOS Technology Inc.,Tier 5,0,
536773,Citibank AG,Tier 1,0,
2075585,ProNet,Tier 4,1,Reseller
573901,Citibank Berhad,Tier 5,0,
604153,ProQuest Company,Tier 5,0,
592554,Citibank Business Services,Tier 1,0,
604159,ProQuest Information and Learning Company,Tier 5,0,
526702,Citibank CDSI,Tier 1,0,
3257618,ProVation Medical Incorporated,Tier 3b,0,
536781,Citibank Canada,Tier 1,0,
2093228,Proact IT Sweden AB,Tier 5,0,
2095693,Citibank Korea Incorporated,Tier 5,0,
617601,ProactiveNet Incorporated,Tier 5,0,
560376,Citibank Limited,Tier 1,0,
3264097,ProBusinessBank JSC,Tier 5,0,
781105,Citibank Mortgage Incorporated,Tier 1,0,
562814,Procesar S.A. de C.V.,Tier 5,0,
2007567,Citibank NA,Tier 5,0,
562815,Procesar S.A. de C.V.,Tier 5,0,
3264679,Citibank NA,Tier 1,0,
2002123,Procesos MC Peru S.A.,Tier 5,0,
548362,Citibank NA,Tier 1,0,
2097829,Procesos de Integracion Informatica SA de CV,Tier 5,0,
548374,Citibank NA,Tier 1,0,
2086131,Processing Concepts Limited,Tier 5,0,
548377,Citibank NA,Tier 5,0,
511369,Procter & Gamble Company,Tier 2b,0,
548382,Citibank - Jardim Sao Luis,Tier 1,0,
749851,Procter & Gamble GmbH,Tier 2b,0,
548388,Citibank NA,Tier 5,0,
598581,Procter & Gamble N.V.,Tier 2b,0,
548391,Citibank NA,Tier 3d,0,
605011,Proctor & Gamble,Tier 2b,0,
548393,Citibank NA,Tier 1,0,
562825,Prodemge - Cia Proc Dados Est Minas,Tier 3a,0,
548402,Citibank NA,Tier 1,0,
3260001,Prodesp,Tier 4,0,
548416,Citibank NA,Tier 1,0,
566096,Prodim Informatique Logistique,Tier 2b,0,
548433,Citibank NA,Tier 1,0,
557159,Produbanco,Tier 4,0,
591022,Citibank NA,Tier 1,0,
2118662,Product Partners LLC,Tier 5,0,
618850,Citibank NA,Tier 5,0,
2086242,Product Procurement Services,Tier 5,0,
618852,Citibank NA,Tier 1,0,
2109367,Productive Business Systems PBS Ab,Tier 5,0,
2123267,Citibank Savings Inc,Tier 5,0,
3264958,Productivity GmbH,Tier 5,0,
526926,Citibank South Dakota NA,Tier 1,0,
2131256,Productos Avon de Guatemala S.A.,Tier 3b,0,
2114397,"Citibank, N.A. (Taiwan)",Tier 5,0,
796087,Productos Roche (Grupo),Tier 2b,0,
592949,"Citibank, a.s.",Tier 3d,0,
3257306,Productos Roche SAQ el,Tier 5,0,
790181,Citic KaWah Bank,Tier 4,0,
2136944,Professional Association of Contract Employment,Tier 5,0,
2152672,Citicorp  Dienstleistungs  GmbH,Tier 1,0,
2134975,Professional Clinical Laboratory Incorporated,Tier 5,0,
2152682,Citicorp  Dienstleistungs  GmbH,Tier 1,0,
610846,Professional Golfers Association of America Incorporated,Tier 4,0,
2146219,Citicorp Credit Services Incorporated,Tier 1,0,
2147968,Professional Receivables Control Incorporated,Tier 5,0,
767688,Citicorp Credit Services Incorporated,Tier 1,0,
2145362,Profile Systems LLC,Tier 2c,0,
2132435,"Citicorp Financial Services & Insurance Brokerage Phils, Inc.",Tier 5,0,
2103342,Profiles International Incorporated,Tier 5,0,
508521,Citicorp Incorporated,Tier 1,0,
2087465,Profitera Corporation Sdn. Bhd.,Tier 5,0,
573153,Citicorp Leasing Thailand Limited,Tier 5,0,
2064757,Proflowers.Com,Tier 2b,0,
526750,Citicorp Mortgage Incorporated,Tier 1,0,
2007537,Profund Advisors LLC,Tier 5,0,
508554,Citicorp North America Incorporated,Tier 1,0,
560034,Profuse B.V.,Tier 5,0,
2115224,Citicorp Operations Consulting  GmbH,Tier 1,0,
787905,Profuse B.V. (Sell to),Tier 5,0,
2006350,Citigroup,Tier 1,0,
2148559,Programmed Maintenance Services Limited,Tier 5,0,
2143421,Citigroup,Tier 1,0,
3251027,Progress Energy,Tier 2b,0,
3253399,Citigroup Incorporated,Tier 1,0,
597373,Progress Energy Service Company LLC,Tier 2b,0,
742384,Citigroup Incorporated,Tier 1,0,
556117,Progress Software Corporation,Tier 5,0,
742387,Citigroup Incorporated,Tier 1,0,
580118,Progressive Auto Insurance,Tier 1,0,
2067458,Citigroup Ltd,Tier 1,0,
524822,Progressive Casualty Insurance Company,Tier 1,0,
616032,Citimortgage Incorporated,Tier 1,0,
524875,Progressive Corporation,Tier 1,0,
563218,Citipower Pty Limited,Tier 5,0,
790184,Progressive Enterprises Limited,Tier 4,0,
2144787,Citistreet LLC,Tier 2b,0,
580123,Progressive Information Services,Tier 1,0,
618816,"Citizens Bank, N.A.",Tier 2b,0,
580124,Progressive Insurance,Tier 1,0,
564040,Citizens Communications Company Incorporated,Tier 2c,0,
2011381,Progressive Security Technologies,Tier 4,0,VAR Sell To
577838,Citizens Gas & Coke Utility,Tier 5,0,
557161,Proinco,Tier 5,0,
508577,Citizens Insurance Company of America (inc),Tier 3b,0,
2033756,Project Management Bureau Amsterdam,Tier 5,0,
508579,Citizens Savings Bank,Tier 2b,0,
2064759,Project Management Institute,Tier 5,0,
2115660,Citizens Telecom Services Company LLC,Tier 2c,0,
2154894,Project Management Solutions Incorporated,Tier 5,0,
2125395,Citizenship & Immigration Canada,Tier 1,0,
3260336,Project Remedies Incorporated,Tier 5,1,Reseller; Value Add
534808,Citizenship & Immigration Limited,Tier 1,0,
2143777,Projest S.r.l.,Tier 5,0,
536784,Citizenship and Immigration Canada,Tier 1,0,
610866,Prolan Solucoes Integradas S.A.,Tier 5,0,
3264843,Citroen UK LTD,Tier 2b,0,
595685,Proliance Energy LLC,Tier 5,0,
2000199,Citrus Memorial Hospital,Tier 5,0,
2115333,Prolify Incorporated,Tier 5,0,
577841,City & County of Denver,Tier 3c,0,
2136952,Promec S.R.L.,Tier 5,1,Reseller
526813,City & County of Honolulu,Tier 4,0,
607019,Promedica Health System,Tier 5,0,
508584,City & County of San Francisco,Tier 3c,0,
2060727,Promigas Barranquilla,Tier 5,0,
505895,City Colleges Of Chicago,Tier 5,0,
2060728,Promigas S.A. Esp,Tier 5,0,
561413,City National Bank,Tier 4,0,
556894,Promina Group Limited,Tier 2b,0,
2171345,City Of Canning,Tier 5,0,
799814,Prominente S.A,Tier 5,0,
2098267,City Of Houston Emergency Management,Tier 3c,0,
2275051,SMBC Consumer Finance Co Ltd,Tier 3d,0,
2102873,City Power,Tier 3d,0,
800068,Promissor Incorporated,Tier 3b,0,
578123,City Public Service,Tier 4,0,
562827,PromociÃ³n y OperaciÃ³n S.A. de C.V.,Tier 3a,0,
3255596,City Search,Tier 5,0,
559698,Promodes France,Tier 2b,0,
611259,City University,Tier 5,0,
607146,Promon Engenharia,Tier 5,0,
610063,City University of Hong Kong,Tier 5,0,
2143878,Propex Incorporated,Tier 5,0,
561463,City University of New York,Tier 4,0,
504600,Accenture LTD,GOSI,0,
786404,City Utilities of Springfield Incorporated,Tier 5,0,
2135234,Proquire LLC/Accenture,GOSI,0,
512384,City of Albuquerque,Tier 3c,0,
2135586,Proquire LLC/Accenture,GOSI,0,
2075292,City of Altamonte Springs,Tier 3c,0,
2136120,Proquire LLC/Accenture,GOSI,0,
2062700,City of Anchorage,Tier 3c,0,
2135178,Proquire LLC/Navitaire,GOSI,0,
2062701,City of Arlington,Tier 4,0,
2135215,Proquire LLC/NewPage,GOSI,0,
634336,City of Arvada,Tier 3c,0,
588073,Prosa Servicios Corporativos S.A. de C.V.,Tier 5,0,
2095450,City of Atlanta,Tier 3b,0,
2161798,Proservia Groupe,Tier 5,0,
3253257,City of Aurora,Tier 4,0,
2064771,Proskauer Rose LLP,Tier 5,0,
526987,City of Austin,Tier 3c,0,
2151979,"Pross, S.A.",Tier 5,0,
627622,City of Avondale,Tier 5,0,
597625,Prosys Information Systems Incorporated,Tier 5,0,
578141,City of Boca Raton,Tier 3c,0,
609643,Proteccion S.A.,Tier 5,0,
723590,City of Bradford Metropolitan District Council,Tier 5,0,
2131748,Protect Air Company,Tier 5,0,
740850,City of Brampton,Tier 4,0,
797884,Protection One Incorporated,Tier 5,0,
2062706,City of Burnaby,Tier 5,0,
3264211,Protective Life Corporation,Tier 3b,0,
3261386,City of Cambridge,Tier 4,0,
524880,Protective Life Insurance Company,Tier 3b,0,
2072359,City of Charlotte,Tier 4,0,
3252039,Protek TELsoft AS,Tier 5,0,
577865,City of Chicago,Tier 3c,0,
2146385,Proteus Security Systems LLC,Tier 5,0,
608104,City of Chicago - Dept of Bus & Info Services,Tier 3c,0,
3260516,Protiviti Incorporated,Tier 4,0,
2146237,City of Chicago Office of Inspector General,Tier 3c,0,
2119103,Proton Bhd,Tier 5,0,
577867,City of Chicago Housing Authority,Tier 3c,0,
2060730,Provan Technology Corporation,Tier 5,0,
501895,City of Cincinnati,Tier 3c,0,
2156600,Proveedores En Sistemas Y Servicios de MÃ©xico S.a de C.v,Tier 5,0,
2275345,City of Cleveland,Tier 4,0,
2153549,Provida IT Pty Ltd,Tier 5,0,
553768,City of Cleveland Central Collection Agency,Tier 4,0,
2061919,Providence Health,Tier 3b,0,
527092,City of Colorado Springs,Tier 5,0,
3250181,Providence Journal Company Incorporated,Tier 5,0,
